month,commodity_name,avg_modal_price,avg_min_price,avg_max_price,state_name,district_name,calculationType,change
2010-12-01,Sugar,3131.62,3068.36,3227.25,India,All,Monthly,124.17
2010-11-01,Sugar,3007.45,2952.87,3097.85,India,All,Monthly,100.76
2010-10-01,Sugar,2906.69,2840.33,2986.04,India,All,Monthly,52.24
2010-09-01,Sugar,2854.45,2776.16,2914.51,India,All,Monthly,-20.84
2010-08-01,Sugar,2875.29,2806.94,2938.84,India,All,Monthly,-90.61
2010-07-01,Sugar,2965.9,2898.79,3040.17,India,All,Monthly,4.84
2010-06-01,Sugar,2961.06,2888.88,3031.81,India,All,Monthly,-127.37
2010-05-01,Sugar,3088.43,3015.29,3168.52,India,All,Monthly,-123.23
2010-04-01,Sugar,3211.66,3143.55,3312.8,India,All,Monthly,-348.39
2010-03-01,Sugar,3560.05,3483.23,3661.1,India,All,Monthly,-421.58
2010-02-01,Sugar,3981.63,3900.66,4080.83,India,All,Monthly,-95.43
2010-01-01,Sugar,4077.06,3968.77,4161.24,India,All,Monthly,
2025-03-01,Cotton,6942.65,6417.98,7150.53,India,All,Monthly,-93.09
2025-02-01,Cotton,7035.74,6495.19,7249.18,India,All,Monthly,-132.01
2025-01-01,Cotton,7167.75,6658.24,7376.94,India,All,Monthly,6.27
2024-12-01,Cotton,7161.48,6627.59,7571.54,India,All,Monthly,-69.55
2024-11-01,Cotton,7231.03,6687.24,7477.26,India,All,Monthly,108.37
2024-10-01,Cotton,7122.66,6353.08,7531.3,India,All,Monthly,232.36
2024-09-01,Cotton,6890.3,5836.34,7361.55,India,All,Monthly,-132.51
2024-08-01,Cotton,7022.81,6108.27,7286.63,India,All,Monthly,-14.56
2024-07-01,Cotton,7037.37,6114.73,7334.34,India,All,Monthly,186.53
2024-06-01,Cotton,6850.84,6072.5,7188.55,India,All,Monthly,-51.86
2024-05-01,Cotton,6902.7,6211.27,7243.76,India,All,Monthly,-75.7
2024-04-01,Cotton,6978.4,6263.73,7363.06,India,All,Monthly,-59.46
2024-03-01,Cotton,7037.86,6387.33,7398.57,India,All,Monthly,475.79
2024-02-01,Cotton,6562.07,5850.65,6938.16,India,All,Monthly,56.17
2024-01-01,Cotton,6505.9,5784.93,6877.47,India,All,Monthly,-159.68
2023-12-01,Cotton,6665.58,5980.39,6990.3,India,All,Monthly,-151.47
2023-11-01,Cotton,6817.05,6275.21,7065.65,India,All,Monthly,61.41
2023-10-01,Cotton,6755.64,6053.67,7068.25,India,All,Monthly,-48.06
2023-09-01,Cotton,6803.7,6128.44,7108.0,India,All,Monthly,1.57
2023-08-01,Cotton,6802.13,6126.71,7027.69,India,All,Monthly,145.93
2023-07-01,Cotton,6656.2,6159.64,6830.07,India,All,Monthly,-140.57
2023-06-01,Cotton,6796.77,6269.74,6965.83,India,All,Monthly,-340.11
2023-05-01,Cotton,7136.88,6583.15,7290.84,India,All,Monthly,-375.81
2023-04-01,Cotton,7512.69,6930.62,7687.08,India,All,Monthly,120.22
2023-03-01,Cotton,7392.47,6871.16,7544.32,India,All,Monthly,-307.05
2023-02-01,Cotton,7699.52,7171.97,7869.45,India,All,Monthly,-203.44
2023-01-01,Cotton,7902.96,7365.46,8109.25,India,All,Monthly,-143.15
2022-12-01,Cotton,8046.11,7512.64,8250.97,India,All,Monthly,-297.95
2022-11-01,Cotton,8344.06,7672.33,8570.38,India,All,Monthly,381.77
2022-10-01,Cotton,7962.29,7160.88,8329.36,India,All,Monthly,-431.73
2022-09-01,Cotton,8394.02,7356.71,8931.94,India,All,Monthly,-432.55
2022-08-01,Cotton,8826.57,7635.37,9300.22,India,All,Monthly,627.26
2022-07-01,Cotton,8199.31,7182.0,8643.25,India,All,Monthly,-1118.99
2022-06-01,Cotton,9318.3,7894.25,10122.93,India,All,Monthly,-738.48
2022-05-01,Cotton,10056.78,8553.76,11018.22,India,All,Monthly,241.34
2022-04-01,Cotton,9815.44,8367.6,10727.01,India,All,Monthly,802.02
2022-03-01,Cotton,9013.42,7720.65,9643.98,India,All,Monthly,22.33
2022-02-01,Cotton,8991.09,7717.53,9594.45,India,All,Monthly,281.12
2022-01-01,Cotton,8709.97,7506.11,9267.4,India,All,Monthly,785.15
2021-12-01,Cotton,7924.82,6911.41,8356.59,India,All,Monthly,204.24
2021-11-01,Cotton,7720.58,6851.4,8085.88,India,All,Monthly,639.77
2021-10-01,Cotton,7080.81,6009.47,7762.42,India,All,Monthly,881.64
2021-09-01,Cotton,6199.17,5268.35,6787.85,India,All,Monthly,-563.8
2021-08-01,Cotton,6762.97,5691.05,7301.47,India,All,Monthly,581.34
2021-07-01,Cotton,6181.63,5206.21,6673.49,India,All,Monthly,269.42
2021-06-01,Cotton,5912.21,5154.29,6397.2,India,All,Monthly,585.9
2021-05-01,Cotton,5326.31,4884.45,5619.26,India,All,Monthly,-239.04
2021-04-01,Cotton,5565.35,4946.57,5980.82,India,All,Monthly,-170.22
2021-03-01,Cotton,5735.57,5122.6,6073.89,India,All,Monthly,104.65
2021-02-01,Cotton,5630.92,5073.82,5942.53,India,All,Monthly,213.76
2021-01-01,Cotton,5417.16,4939.25,5681.83,India,All,Monthly,132.67
2020-12-01,Cotton,5284.49,4849.09,5513.91,India,All,Monthly,187.15
2020-11-01,Cotton,5097.34,4614.81,5378.61,India,All,Monthly,346.86
2020-10-01,Cotton,4750.48,4241.92,5056.65,India,All,Monthly,322.48
2020-09-01,Cotton,4428.0,3835.19,4814.59,India,All,Monthly,144.75
2020-08-01,Cotton,4283.25,3793.56,4596.0,India,All,Monthly,-42.67
2020-07-01,Cotton,4325.92,3857.37,4690.17,India,All,Monthly,-100.92
2020-06-01,Cotton,4426.84,4007.5,4748.96,India,All,Monthly,35.32
2020-05-01,Cotton,4391.52,3975.88,4704.93,India,All,Monthly,225.72
2020-04-01,Cotton,4165.8,3751.91,4484.19,India,All,Monthly,-562.14
2020-03-01,Cotton,4727.94,4276.94,5032.53,India,All,Monthly,-196.41
2020-02-01,Cotton,4924.35,4482.01,5178.42,India,All,Monthly,-172.16
2020-01-01,Cotton,5096.51,4672.94,5325.64,India,All,Monthly,54.5
2019-12-01,Cotton,5042.01,4631.19,5254.22,India,All,Monthly,173.99
2019-11-01,Cotton,4868.02,4430.87,5111.33,India,All,Monthly,-71.51
2019-10-01,Cotton,4939.53,4454.06,5228.88,India,All,Monthly,-163.41
2019-09-01,Cotton,5102.94,4656.14,5353.68,India,All,Monthly,-151.18
2019-08-01,Cotton,5254.12,4853.01,5448.09,India,All,Monthly,-117.22
2019-07-01,Cotton,5371.34,4992.02,5547.51,India,All,Monthly,-85.68
2019-06-01,Cotton,5457.02,5046.75,5651.64,India,All,Monthly,-165.85
2019-05-01,Cotton,5622.87,5217.52,5816.84,India,All,Monthly,-133.8
2019-04-01,Cotton,5756.67,5339.99,5977.62,India,All,Monthly,375.01
2019-03-01,Cotton,5381.66,5032.51,5559.51,India,All,Monthly,146.14
2019-02-01,Cotton,5235.52,4919.74,5382.26,India,All,Monthly,-95.46
2019-01-01,Cotton,5330.98,5029.32,5469.15,India,All,Monthly,-43.76
2018-12-01,Cotton,5374.74,5083.64,5514.09,India,All,Monthly,-123.51
2018-11-01,Cotton,5498.25,5238.07,5633.69,India,All,Monthly,155.12
2018-10-01,Cotton,5343.13,5066.43,5504.45,India,All,Monthly,319.88
2018-09-01,Cotton,5023.25,4715.28,5216.16,India,All,Monthly,134.66
2018-08-01,Cotton,4888.59,4564.68,5082.23,India,All,Monthly,141.2
2018-07-01,Cotton,4747.39,4403.73,4990.13,India,All,Monthly,8.47
2018-06-01,Cotton,4738.92,4282.68,5093.02,India,All,Monthly,259.52
2018-05-01,Cotton,4479.4,4033.51,4775.3,India,All,Monthly,30.99
2018-04-01,Cotton,4448.41,3976.06,4726.64,India,All,Monthly,-93.86
2018-03-01,Cotton,4542.27,4135.15,4766.7,India,All,Monthly,-181.49
2018-02-01,Cotton,4723.76,4358.66,4931.46,India,All,Monthly,-208.19
2018-01-01,Cotton,4931.95,4595.71,5122.48,India,All,Monthly,181.2
2017-12-01,Cotton,4750.75,4446.18,4907.89,India,All,Monthly,302.25
2017-11-01,Cotton,4448.5,4175.68,4605.29,India,All,Monthly,35.31
2017-10-01,Cotton,4413.19,4110.02,4611.64,India,All,Monthly,48.54
2017-09-01,Cotton,4364.65,4078.69,4568.92,India,All,Monthly,-240.82
2017-08-01,Cotton,4605.47,4329.05,4790.12,India,All,Monthly,-66.84
2017-07-01,Cotton,4672.31,4388.87,4870.44,India,All,Monthly,-11.29
2017-06-01,Cotton,4683.6,4370.26,4897.24,India,All,Monthly,-138.44
2017-05-01,Cotton,4822.04,4405.1,5080.29,India,All,Monthly,-264.14
2017-04-01,Cotton,5086.18,4695.03,5345.18,India,All,Monthly,-171.25
2017-03-01,Cotton,5257.43,4907.47,5487.05,India,All,Monthly,-56.9
2017-02-01,Cotton,5314.33,5002.99,5489.65,India,All,Monthly,152.96
2017-01-01,Cotton,5161.37,4864.36,5327.51,India,All,Monthly,363.95
2016-12-01,Cotton,4797.42,4534.81,4943.84,India,All,Monthly,84.02
2016-11-01,Cotton,4713.4,4473.26,4852.71,India,All,Monthly,58.62
2016-10-01,Cotton,4654.78,4289.66,4888.93,India,All,Monthly,-104.49
2016-09-01,Cotton,4759.27,4401.22,4983.66,India,All,Monthly,17.37
2016-08-01,Cotton,4741.9,4430.4,4924.02,India,All,Monthly,-15.22
2016-07-01,Cotton,4757.12,4458.96,4962.09,India,All,Monthly,221.37
2016-06-01,Cotton,4535.75,4231.25,4762.34,India,All,Monthly,131.9
2016-05-01,Cotton,4403.85,4115.73,4622.28,India,All,Monthly,54.69
2016-04-01,Cotton,4349.16,4047.07,4556.57,India,All,Monthly,70.93
2016-03-01,Cotton,4278.23,4040.9,4451.64,India,All,Monthly,-79.16
2016-02-01,Cotton,4357.39,4139.74,4502.91,India,All,Monthly,-80.63
2016-01-01,Cotton,4438.02,4235.58,4575.38,India,All,Monthly,164.57
2015-12-01,Cotton,4273.45,4087.58,4391.72,India,All,Monthly,165.71
2015-11-01,Cotton,4107.74,3938.81,4222.21,India,All,Monthly,-46.0
2015-10-01,Cotton,4153.74,3961.93,5000.87,India,All,Monthly,76.37
2015-09-01,Cotton,4077.37,3857.84,4258.23,India,All,Monthly,69.08
2015-08-01,Cotton,4008.29,3789.39,4176.63,India,All,Monthly,2.73
2015-07-01,Cotton,4005.56,3787.0,4149.15,India,All,Monthly,-13.12
2015-06-01,Cotton,4018.68,3768.76,4173.74,India,All,Monthly,-70.9
2015-05-01,Cotton,4089.58,3836.38,4252.52,India,All,Monthly,-16.77
2015-04-01,Cotton,4106.35,3863.34,4265.6,India,All,Monthly,163.58
2015-03-01,Cotton,3942.77,3740.57,4061.02,India,All,Monthly,16.88
2015-02-01,Cotton,3925.89,3718.31,4030.27,India,All,Monthly,-77.54
2015-01-01,Cotton,4003.43,3793.06,4110.09,India,All,Monthly,-10.88
2014-12-01,Cotton,4014.31,3827.18,4116.85,India,All,Monthly,16.22
2014-11-01,Cotton,3998.09,3825.77,4134.11,India,All,Monthly,-37.65
2014-10-01,Cotton,4035.74,3780.88,4200.63,India,All,Monthly,-169.29
2014-09-01,Cotton,4205.03,3823.02,4455.89,India,All,Monthly,-168.78
2014-08-01,Cotton,4373.81,4089.47,4586.32,India,All,Monthly,-87.49
2014-07-01,Cotton,4461.3,4140.18,4725.53,India,All,Monthly,78.65
2014-06-01,Cotton,4382.65,4056.4,4641.73,India,All,Monthly,-139.36
2014-05-01,Cotton,4522.01,4182.99,4775.5,India,All,Monthly,-59.05
2014-04-01,Cotton,4581.06,4305.16,4776.26,India,All,Monthly,-190.25
2014-03-01,Cotton,4771.31,4516.13,4920.84,India,All,Monthly,-156.13
2014-02-01,Cotton,4927.44,4669.32,5068.82,India,All,Monthly,13.51
2014-01-01,Cotton,4913.93,4656.41,5063.51,India,All,Monthly,359.14
2013-12-01,Cotton,4554.79,4330.82,4680.45,India,All,Monthly,-54.1
2013-11-01,Cotton,4608.89,4394.24,4753.11,India,All,Monthly,-26.57
2013-10-01,Cotton,4635.46,4301.63,4859.13,India,All,Monthly,47.79
2013-09-01,Cotton,4587.67,4236.48,4795.44,India,All,Monthly,213.12
2013-08-01,Cotton,4374.55,4100.69,4552.9,India,All,Monthly,-6.64
2013-07-01,Cotton,4381.19,4127.64,4564.76,India,All,Monthly,112.34
2013-06-01,Cotton,4268.85,4007.7,4443.18,India,All,Monthly,57.06
2013-05-01,Cotton,4211.79,3931.71,4382.32,India,All,Monthly,-202.46
2013-04-01,Cotton,4414.25,4111.12,4562.9,India,All,Monthly,-60.87
2013-03-01,Cotton,4475.12,4145.88,4620.02,India,All,Monthly,330.3
2013-02-01,Cotton,4144.82,3874.14,4259.57,India,All,Monthly,105.16
2013-01-01,Cotton,4039.66,3787.9,4136.95,India,All,Monthly,-15.29
2012-12-01,Cotton,4054.95,3833.19,4149.54,India,All,Monthly,-62.72
2012-11-01,Cotton,4117.67,3897.9,4222.41,India,All,Monthly,77.06
2012-10-01,Cotton,4040.61,3709.07,4216.15,India,All,Monthly,237.51
2012-09-01,Cotton,3803.1,3383.89,4079.65,India,All,Monthly,-385.29
2012-08-01,Cotton,4188.39,3857.77,4399.78,India,All,Monthly,64.92
2012-07-01,Cotton,4123.47,3789.0,4340.81,India,All,Monthly,485.82
2012-06-01,Cotton,3637.65,3344.05,3820.31,India,All,Monthly,-64.56
2012-05-01,Cotton,3702.21,3394.6,3888.13,India,All,Monthly,-13.08
2012-04-01,Cotton,3715.29,3359.79,3893.35,India,All,Monthly,-70.65
2012-03-01,Cotton,3785.94,3436.5,3944.6,India,All,Monthly,-250.47
2012-02-01,Cotton,4036.41,3711.03,4166.8,India,All,Monthly,-125.97
2012-01-01,Cotton,4162.38,3854.0,4296.47,India,All,Monthly,211.89
2011-12-01,Cotton,3950.49,3695.69,4063.71,India,All,Monthly,-194.06
2011-11-01,Cotton,4144.55,3871.86,4267.93,India,All,Monthly,-22.54
2011-10-01,Cotton,4167.09,3716.72,4395.64,India,All,Monthly,392.65
2011-09-01,Cotton,3774.44,3322.87,4044.07,India,All,Monthly,292.52
2011-08-01,Cotton,3481.92,3158.38,3706.59,India,All,Monthly,156.56
2011-07-01,Cotton,3325.36,2995.45,3573.41,India,All,Monthly,-30.79
2011-06-01,Cotton,3356.15,2921.8,3700.84,India,All,Monthly,-255.02
2011-05-01,Cotton,3611.17,3148.76,3991.19,India,All,Monthly,-1688.77
2011-04-01,Cotton,5299.94,4786.84,5650.3,India,All,Monthly,-585.89
2011-03-01,Cotton,5885.83,5384.05,6144.37,India,All,Monthly,61.3
2011-02-01,Cotton,5824.53,5315.6,6078.57,India,All,Monthly,1108.09
2011-01-01,Cotton,4716.44,4380.21,4887.76,India,All,Monthly,563.76
2010-12-01,Cotton,4152.68,3856.58,4308.2,India,All,Monthly,35.26
2010-11-01,Cotton,4117.42,3859.54,4264.69,India,All,Monthly,193.35
2010-10-01,Cotton,3924.07,3608.64,4097.9,India,All,Monthly,490.67
2010-09-01,Cotton,3433.4,3002.22,3691.84,India,All,Monthly,315.91
2010-08-01,Cotton,3117.49,2827.34,3286.17,India,All,Monthly,26.89
2010-07-01,Cotton,3090.6,2743.0,3236.06,India,All,Monthly,56.62
2010-06-01,Cotton,3033.98,2686.8,3201.61,India,All,Monthly,105.84
2010-05-01,Cotton,2928.14,2625.28,3079.33,India,All,Monthly,-190.4
2010-04-01,Cotton,3118.54,2888.32,3237.01,India,All,Monthly,-12.39
2010-03-01,Cotton,3130.93,2918.61,3225.62,India,All,Monthly,33.23
2010-02-01,Cotton,3097.7,2881.27,3198.82,India,All,Monthly,-75.2
2010-01-01,Cotton,3172.9,2946.8,3257.02,India,All,Monthly,
2025-03-01,Coffee,29354.55,29106.06,29369.7,India,All,Monthly,-665.29
2025-02-01,Coffee,30019.84,29614.29,30053.17,India,All,Monthly,4348.05
2025-01-01,Coffee,25671.79,25275.61,25730.13,India,All,Monthly,900.12
2024-12-01,Coffee,24771.67,24511.46,24873.33,India,All,Monthly,800.24
2024-11-01,Coffee,23971.43,23876.67,24009.52,India,All,Monthly,-678.0
2024-10-01,Coffee,24649.43,24529.89,24687.36,India,All,Monthly,-162.33
2024-09-01,Coffee,24811.76,24720.0,24874.12,India,All,Monthly,2865.93
2024-08-01,Coffee,21945.83,21795.83,21702.78,India,All,Monthly,770.15
2024-07-01,Coffee,21175.68,21025.68,21244.59,India,All,Monthly,804.04
2024-06-01,Coffee,20371.64,20083.58,20431.34,India,All,Monthly,792.15
2024-05-01,Coffee,19579.49,19333.33,19175.64,India,All,Monthly,1076.32
2024-04-01,Coffee,18503.17,18280.95,18623.81,India,All,Monthly,2546.15
2024-03-01,Coffee,15957.02,15781.58,16017.54,India,All,Monthly,138.99
2024-02-01,Coffee,15818.03,15708.2,15878.69,India,All,Monthly,-2150.72
2024-01-01,Coffee,17968.75,17840.0,18002.5,India,All,Monthly,944.46
2023-12-01,Coffee,17024.29,16900.0,17067.14,India,All,Monthly,-22.46
2023-11-01,Coffee,17046.75,16901.3,17088.31,India,All,Monthly,122.87
2023-10-01,Coffee,16923.88,16764.18,16952.24,India,All,Monthly,-143.28
2023-09-01,Coffee,17067.16,16905.97,17161.19,India,All,Monthly,-1687.08
2023-08-01,Coffee,18754.24,18555.93,18855.08,India,All,Monthly,349.69
2023-07-01,Coffee,18404.55,18272.73,18492.42,India,All,Monthly,-840.19
2023-06-01,Coffee,19244.74,19090.79,19332.89,India,All,Monthly,1799.29
2023-05-01,Coffee,17445.45,17318.18,17503.64,India,All,Monthly,665.02
2023-04-01,Coffee,16780.43,16641.3,16902.17,India,All,Monthly,2075.59
2023-03-01,Coffee,14704.84,14474.19,14751.61,India,All,Monthly,590.26
2023-02-01,Coffee,14114.58,13993.75,14179.17,India,All,Monthly,1632.91
2023-01-01,Coffee,12481.67,12383.33,12525.0,India,All,Monthly,-91.06
2022-12-01,Coffee,12572.73,12474.55,12623.64,India,All,Monthly,575.0
2022-11-01,Coffee,11997.73,11914.93,12044.53,India,All,Monthly,-729.73
2022-10-01,Coffee,12727.46,12645.07,12778.87,India,All,Monthly,-707.22
2022-09-01,Coffee,13434.68,13351.61,13474.19,India,All,Monthly,704.83
2022-08-01,Coffee,12729.85,12535.82,12885.07,India,All,Monthly,285.99
2022-07-01,Coffee,12443.86,12301.75,12549.12,India,All,Monthly,-1045.56
2022-06-01,Coffee,13489.42,13273.08,13657.69,India,All,Monthly,1245.22
2022-05-01,Coffee,12244.2,12128.99,12321.74,India,All,Monthly,1001.05
2022-04-01,Coffee,11243.15,11158.9,11291.78,India,All,Monthly,2469.58
2022-03-01,Coffee,8773.57,8674.29,8840.0,India,All,Monthly,-1787.07
2022-02-01,Coffee,10560.64,10300.0,10742.42,India,All,Monthly,471.82
2022-01-01,Coffee,10088.82,9698.68,10447.37,India,All,Monthly,113.82
2021-12-01,Coffee,9975.0,9612.82,10314.1,India,All,Monthly,313.96
2021-11-01,Coffee,9661.04,9298.7,9990.91,India,All,Monthly,130.78
2021-10-01,Coffee,9530.26,9150.0,9865.79,India,All,Monthly,-61.52
2021-09-01,Coffee,9591.78,9184.93,9961.64,India,All,Monthly,-999.13
2021-08-01,Coffee,10590.91,10081.82,11025.0,India,All,Monthly,521.52
2021-07-01,Coffee,10069.39,9583.67,10524.49,India,All,Monthly,13.58
2021-06-01,Coffee,10055.81,9620.93,10430.23,India,All,Monthly,-341.33
2021-05-01,Coffee,10397.14,10094.29,10625.71,India,All,Monthly,1994.51
2021-04-01,Coffee,8402.63,8024.34,8732.89,India,All,Monthly,-272.05
2021-03-01,Coffee,8674.68,8320.25,8979.75,India,All,Monthly,-664.56
2021-02-01,Coffee,9339.24,9010.13,9657.59,India,All,Monthly,-258.55
2021-01-01,Coffee,9597.79,9286.76,9869.85,India,All,Monthly,-132.49
2020-12-01,Coffee,9730.28,9326.76,10083.1,India,All,Monthly,-110.2
2020-11-01,Coffee,9840.48,9414.29,10219.05,India,All,Monthly,333.16
2020-10-01,Coffee,9507.32,9151.22,9806.1,India,All,Monthly,-724.03
2020-09-01,Coffee,10231.35,10011.92,10366.15,India,All,Monthly,-194.41
2020-08-01,Coffee,10425.76,10123.48,10662.88,India,All,Monthly,-1122.19
2020-07-01,Coffee,11547.95,11271.23,11753.42,India,All,Monthly,547.95
2020-06-01,Coffee,11000.0,10668.35,11265.82,India,All,Monthly,123.88
2020-05-01,Coffee,10876.12,10598.51,11077.61,India,All,Monthly,-7.49
2020-04-01,Coffee,10883.61,10621.31,11063.93,India,All,Monthly,929.68
2020-03-01,Coffee,9953.93,9684.27,10157.3,India,All,Monthly,215.79
2020-02-01,Coffee,9738.14,9496.61,9922.03,India,All,Monthly,48.23
2020-01-01,Coffee,9689.91,9452.29,9850.46,India,All,Monthly,-218.91
2019-12-01,Coffee,9908.82,9686.27,10044.12,India,All,Monthly,-163.68
2019-11-01,Coffee,10072.5,9807.5,10260.83,India,All,Monthly,-287.5
2019-10-01,Coffee,10360.0,10072.17,10574.78,India,All,Monthly,-935.5
2019-09-01,Coffee,11295.5,11080.73,11416.67,India,All,Monthly,-319.06
2019-08-01,Coffee,11614.56,11515.53,11618.45,India,All,Monthly,137.29
2019-07-01,Coffee,11477.27,11169.09,12750.0,India,All,Monthly,1130.48
2019-06-01,Coffee,10346.79,10067.89,10539.45,India,All,Monthly,134.29
2019-05-01,Coffee,10212.5,9939.06,10400.0,India,All,Monthly,374.57
2019-04-01,Coffee,9837.93,9587.93,9996.55,India,All,Monthly,204.05
2019-03-01,Coffee,9633.88,9465.29,9720.66,India,All,Monthly,708.88
2019-02-01,Coffee,8925.0,8691.38,9081.9,India,All,Monthly,-763.12
2019-01-01,Coffee,9688.12,9402.97,9888.12,India,All,Monthly,-78.04
2018-12-01,Coffee,9766.16,9510.51,9961.21,India,All,Monthly,-2879.49
2018-11-01,Coffee,12645.65,12360.87,12857.61,India,All,Monthly,1878.12
2018-10-01,Coffee,10767.53,10427.27,11002.6,India,All,Monthly,962.91
2018-09-01,Coffee,9804.62,9717.31,9849.23,India,All,Monthly,-1268.88
2018-08-01,Coffee,11073.5,10965.5,11081.5,India,All,Monthly,2241.22
2018-07-01,Coffee,8832.28,8715.57,8857.85,India,All,Monthly,548.12
2018-06-01,Coffee,8284.16,8168.83,8309.35,India,All,Monthly,828.4
2018-05-01,Coffee,7455.76,7344.49,7498.39,India,All,Monthly,113.26
2018-04-01,Coffee,7342.5,7253.0,7362.0,India,All,Monthly,-1738.23
2018-03-01,Coffee,9080.73,8978.9,9107.34,India,All,Monthly,72.57
2018-02-01,Coffee,9008.16,8902.04,9050.0,India,All,Monthly,128.16
2018-01-01,Coffee,8880.0,8773.28,8919.66,India,All,Monthly,-70.95
2017-12-01,Coffee,8950.95,8842.24,8989.74,India,All,Monthly,52.77
2017-11-01,Coffee,8898.18,8788.18,8931.82,India,All,Monthly,-191.73
2017-10-01,Coffee,9089.91,8984.4,9122.48,India,All,Monthly,-800.45
2017-09-01,Coffee,9890.36,9790.36,9928.31,India,All,Monthly,730.05
2017-08-01,Coffee,9160.31,9057.73,9200.52,India,All,Monthly,827.66
2017-07-01,Coffee,8332.65,8246.94,8383.51,India,All,Monthly,-258.7
2017-06-01,Coffee,8591.35,8484.62,8655.77,India,All,Monthly,3.0
2017-05-01,Coffee,8588.35,8504.85,8626.21,India,All,Monthly,-95.99
2017-04-01,Coffee,8684.34,8602.41,8739.76,India,All,Monthly,-145.03
2017-03-01,Coffee,8829.37,8723.02,8900.0,India,All,Monthly,-126.19
2017-02-01,Coffee,8955.56,8850.93,9005.56,India,All,Monthly,501.71
2017-01-01,Coffee,8453.85,8360.68,8505.98,India,All,Monthly,-155.09
2016-12-01,Coffee,8608.94,8521.95,8650.41,India,All,Monthly,-158.89
2016-11-01,Coffee,8767.83,8651.3,8805.22,India,All,Monthly,-884.25
2016-10-01,Coffee,9652.08,9581.25,9715.62,India,All,Monthly,451.17
2016-09-01,Coffee,9200.91,9118.18,9262.73,India,All,Monthly,481.53
2016-08-01,Coffee,8719.38,8628.68,8755.04,India,All,Monthly,1080.61
2016-07-01,Coffee,7638.77,7546.74,7679.35,India,All,Monthly,164.14
2016-06-01,Coffee,7474.63,7326.12,7533.96,India,All,Monthly,729.55
2016-05-01,Coffee,6745.08,6593.18,6855.68,India,All,Monthly,326.66
2016-04-01,Coffee,6418.42,6242.54,6557.46,India,All,Monthly,359.86
2016-03-01,Coffee,6058.56,5886.94,6194.59,India,All,Monthly,-513.29
2016-02-01,Coffee,6571.85,6398.74,6699.58,India,All,Monthly,59.35
2016-01-01,Coffee,6512.5,6305.5,6653.5,India,All,Monthly,-275.0
2015-12-01,Coffee,6787.5,6596.43,6933.48,India,All,Monthly,-2285.47
2015-11-01,Coffee,9072.97,8888.29,9249.55,India,All,Monthly,-292.6
2015-10-01,Coffee,9365.57,9169.34,9510.38,India,All,Monthly,369.92
2015-09-01,Coffee,8995.65,8812.72,9163.89,India,All,Monthly,-309.71
2015-08-01,Coffee,9305.36,9119.04,9462.73,India,All,Monthly,-852.12
2015-07-01,Coffee,10157.48,9940.19,10318.69,India,All,Monthly,730.25
2015-06-01,Coffee,9427.23,9184.16,9613.37,India,All,Monthly,-386.58
2015-05-01,Coffee,9813.81,9588.57,9984.76,India,All,Monthly,-811.53
2015-04-01,Coffee,10625.34,10380.82,10865.75,India,All,Monthly,638.8
2015-03-01,Coffee,9986.54,9745.19,10216.35,India,All,Monthly,-439.9
2015-02-01,Coffee,10426.44,10197.12,10605.77,India,All,Monthly,-225.99
2015-01-01,Coffee,10652.43,10412.14,10852.43,India,All,Monthly,368.63
2014-12-01,Coffee,10283.8,10070.37,10471.3,India,All,Monthly,-655.03
2014-11-01,Coffee,10938.83,10746.12,11101.21,India,All,Monthly,-149.78
2014-10-01,Coffee,11088.61,10876.24,11294.06,India,All,Monthly,1173.68
2014-09-01,Coffee,9914.93,9640.3,10135.82,India,All,Monthly,-452.57
2014-08-01,Coffee,10367.5,10128.12,10611.25,India,All,Monthly,-787.1
2014-07-01,Coffee,11154.6,10686.21,11521.84,India,All,Monthly,-1964.97
2014-06-01,Coffee,13119.57,12572.34,13524.73,India,All,Monthly,-518.21
2014-05-01,Coffee,13637.78,13047.73,14123.58,India,All,Monthly,184.59
2014-04-01,Coffee,13453.19,12878.01,13888.65,India,All,Monthly,768.16
2014-03-01,Coffee,12685.03,12394.92,13059.89,India,All,Monthly,1158.12
2014-02-01,Coffee,11526.91,11257.43,11870.29,India,All,Monthly,647.41
2014-01-01,Coffee,10879.5,10627.75,11207.0,India,All,Monthly,-270.18
2013-12-01,Coffee,11149.68,10821.66,11472.61,India,All,Monthly,-1278.14
2013-11-01,Coffee,12427.82,12190.98,12757.14,India,All,Monthly,-497.63
2013-10-01,Coffee,12925.45,12585.45,13412.73,India,All,Monthly,121.45
2013-09-01,Coffee,12804.0,12596.0,13060.8,India,All,Monthly,211.44
2013-08-01,Coffee,12592.56,12471.31,12726.64,India,All,Monthly,32.89
2013-07-01,Coffee,12559.67,12317.33,12791.67,India,All,Monthly,-1045.95
2013-06-01,Coffee,13605.62,13318.22,13949.22,India,All,Monthly,295.86
2013-05-01,Coffee,13309.76,13094.31,13565.04,India,All,Monthly,423.85
2013-04-01,Coffee,12885.91,12550.67,13222.82,India,All,Monthly,298.6
2013-03-01,Coffee,12587.31,12104.23,12966.15,India,All,Monthly,112.05
2013-02-01,Coffee,12475.26,11927.32,12906.19,India,All,Monthly,-289.47
2013-01-01,Coffee,12764.73,12240.31,13024.03,India,All,Monthly,-329.37
2012-12-01,Coffee,13094.1,12640.62,13302.08,India,All,Monthly,-5140.36
2012-11-01,Coffee,18234.46,17816.55,18464.86,India,All,Monthly,-944.33
